Timestamp,Voltage
2024-11-14 08:46:07,0.1895
2024-11-14 08:46:17,0.40575
2024-11-14 08:46:27,0.405125
2024-11-14 08:46:37,0.404625
2024-11-14 08:46:47,0.404
2024-11-14 08:46:57,0.4035
2024-11-14 08:47:08,0.403
2024-11-14 08:47:18,0.402625
2024-11-14 08:47:28,0.402
2024-11-14 08:47:38,0.4005
2024-11-14 08:47:48,0.4015
2024-11-14 08:47:58,0.400625
2024-11-14 08:48:08,0.40225
2024-11-14 08:48:18,0.401375
2024-11-14 08:48:28,0.4005
2024-11-14 08:48:38,0.399625
2024-11-14 08:48:48,0.398125
2024-11-14 08:48:58,0.4045
2024-11-14 08:49:08,0.408125
2024-11-14 08:49:18,0.40225
2024-11-14 08:49:28,0.40275
2024-11-14 08:49:38,0.39975
2024-11-14 08:49:48,0.39887500000000004
2024-11-14 08:49:58,0.398
2024-11-14 08:50:08,0.3975
2024-11-14 08:50:18,0.39687500000000003
2024-11-14 08:50:28,0.396125
2024-11-14 08:50:38,0.39525
2024-11-14 08:50:48,0.39425
2024-11-14 08:50:59,0.39375
2024-11-14 08:51:09,0.39337500000000003
2024-11-14 08:51:19,0.393
2024-11-14 08:51:29,0.39275
2024-11-14 08:51:39,0.392125
2024-11-14 08:51:49,0.3915
2024-11-14 08:51:59,0.391125
2024-11-14 08:52:09,0.3905
2024-11-14 08:52:19,0.389875
2024-11-14 08:52:29,0.3895
2024-11-14 08:52:39,0.389125
2024-11-14 08:52:49,0.388625
2024-11-14 08:52:59,0.387875
2024-11-14 08:53:09,0.3875
2024-11-14 08:53:19,0.387
2024-11-14 08:53:29,0.386375
2024-11-14 08:53:39,0.385875
2024-11-14 08:53:49,0.3855
2024-11-14 08:53:59,0.385
2024-11-14 08:54:09,0.3845
2024-11-14 08:54:19,0.384
2024-11-14 08:54:29,0.3835
2024-11-14 08:54:39,0.383125
2024-11-14 08:54:49,0.382625
2024-11-14 08:54:59,0.382125
2024-11-14 08:55:09,0.381625
2024-11-14 08:55:19,0.38125000000000003
2024-11-14 08:55:29,0.38075000000000003
2024-11-14 08:55:39,0.3805
2024-11-14 08:55:49,0.379875
2024-11-14 08:55:59,0.3795
2024-11-14 08:56:09,0.378875
2024-11-14 08:56:20,0.378625
2024-11-14 08:56:30,0.378125
2024-11-14 08:56:40,0.37775000000000003
2024-11-14 08:56:50,0.377375
2024-11-14 08:57:00,0.376875
2024-11-14 08:57:10,0.376625
2024-11-14 08:57:20,0.376125
2024-11-14 08:57:30,0.37575000000000003
2024-11-14 08:57:40,0.375375
2024-11-14 08:57:50,0.374875
2024-11-14 08:58:00,0.3745
2024-11-14 08:58:10,0.37375
2024-11-14 08:58:20,0.373625
2024-11-14 08:58:30,0.373375
2024-11-14 08:58:40,0.372875
2024-11-14 08:58:50,0.3725
2024-11-14 08:59:00,0.37225
2024-11-14 08:59:10,0.37175
2024-11-14 08:59:20,0.371375
2024-11-14 08:59:30,0.371
2024-11-14 08:59:40,0.370625
2024-11-14 08:59:50,0.370375
2024-11-14 09:00:00,0.37025
2024-11-14 09:00:10,0.369375
2024-11-14 09:00:20,0.36925
2024-11-14 09:00:30,0.368875
2024-11-14 09:00:40,0.3685
2024-11-14 09:00:50,0.368125
2024-11-14 09:01:00,0.36775
2024-11-14 09:01:10,0.36725
2024-11-14 09:01:20,0.366875
